Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copy-of-concave-moon,Deco Fountain wall sculpture,"<p>Deco Fountain is an elegant, individually carved and cast wall sculpture of 100cm x 50cm x 6cm</p>
<p>Subtle relief work with beautiful texture of light and shadow enhanced by white marble stone finish suitable for placement on an interior or a garden wall</p>
<p>Available in different surface effects</p>
<p>Contact us for further information</p>",Boldstone,Home & Garden > Decor > Artwork > Sculptures & Statues,wall sculpture,"Art Deco, contemporary, contemporary art, fine art, fountain, garden design, hotel art, interior design, modern art, sculpture, wall art, wall sculpture",true,Title,Default Title,,,,,DF-1-100.50,15000.0,shopify,3,deny,manual,800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_2548_4_1_22.jpg?v=1642100332,1,Fountain wall sculpture Deco design large original interior design garden design hotel art fine art,false,,Elegant individually hand carved and cast artwork wall sculpture of fan shaped form resembling the folds of a Swan's wing. Beautiful texture of light and shadow enhanced by white marble stone finish. Suitable for placement on an interior or a garden wall.,,,,,,,,,,,,,,,kg,,200.00,active
copy-of-moon-and-shellwave-2,Deco Dune Ripple wall sculpture,"<p>Individually carved and cast modern wall sculpture inspired by <span data-mce-fragment=""1"">the Art Deco style </span></p>
<p>A very elegant interpretation of ripple wave shapes with intertwining spirals</p>
<p>A two-part sculpture of 100cm x 22cm x 6cm in white marble stone finish suitable as a contemporary artwork for interior and outdoor wall decor</p>
<p>Available in different surface effects</p>
<p>Contact us for further information <br></p>",Boldstone,Home & Garden > Decor > Artwork > Sculptures & Statues,wall sculpture,"contemporary, contemporary art, fan shapes, fine art, garden design, hotel art, interior design, modern art, sculpture, wall art, wall sculpture",true,Title,Default Title,,,,,DDR-2-100.22,20000.0,shopify,3,deny,manual,880.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/L1230853_2_1_22.jpg?v=1642099786,1,Ripple wall sculpture spirals Deco style interior exterior design hotel original art,false,,,,,,,,,,,,,,,,,kg,,220.00,active
copy-of-moon-and-shellwave-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/9394/4500/products/L12308571_1_44.jpg?v=1642099803,2,Ripple wall sculpture spirals Deco style interior exterior design hotel original art,,,,,,,,,,,,,,,,,,,,,
copy-of-moon-and-shellwave-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/9394/4500/products/L12308601_1_44.jpg?v=1642099811,3,Ripple wall sculpture spirals Deco style interior exterior design hotel original art,,,,,,,,,,,,,,,,,,,,,
frozen-fish,Frozen Fish,"",Boldstone ,,,"",false,Title,Default Title,,,,,"",0.0,shopify,0,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/FrozenFishTriptychdetail.jpg?v=1638133759,1,,false,,,,,,,,,,,,,,,,,lb,,,draft
copy-of-smooth-sand-ripple-1,Smooth Sand Ripple wall sculpture,"<p><span data-mce-fragment=""1"">An individually carved and cast wall sculpture inspired by sand ripples formed by wind and sea</span></p>
<p><span data-mce-fragment=""1""> Smooth Sand Ripple can be coupled with Fossil Sand Ripple or be placed on its own on a living room wall or an outside patio wall enhanced by artificial light at night</span></p>
<p><span data-mce-fragment=""1""> The wall </span>sculpture is 100cm x 50cm x 6cm, in white marble stone finish and suitable as a beautiful artwork for interior and outdoor wall decor</p>
<p>Available in different surface effects</p>
<p>Contact us for further information</p>",Boldstone,Home & Garden > Decor > Artwork,wall sculpture,sculpture,true,Title,Default Title,,,,,SSR-1-100.50,18000.0,shopify,6,deny,manual,800.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_3142_9d333.jpg?v=1642263381,1,Fossil sand ripple Smooth sand ripple wall sculpture patterns in nature beauty original interior design fine art elegant modern form beauty archetype hotel art luxury yacht garden design sitting room bedroom dining room art décor wall art,false,,,,,,,,,,,,,,,,,kg,,200.00,active
copy-of-smooth-sand-ripple-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_3137_3_444555.jpg?v=1642263387,2,Fossil sand ripple Smooth sand ripple wall sculpture patterns in nature beauty original interior design fine art elegant modern form beauty archetype hotel art luxury yacht garden design sitting room bedroom dining room art décor wall art,,,,,,,,,,,,,,,,,,,,,
copy-of-delicate-blue,Japanese Maple Blues photographic,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,Cameras & Optics > Photography,,"blue, botanical art, contemporary, contemporary art, exotic flower, fine art, garden design, hotel art, interior design, Japanese Maple, kitchen art, modern art, photography, prints, wall art",true,Title,Default Title,,,,,PJMB-1-40.60,50.0,shopify,6,continue,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_22681_8_1_33.jpg?v=1642172815,1,Original photographic print large dibond print interior design plant imagery blue green Japanese Maple leaf,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-delicate-blue-2,Early Spring photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"botanical art, contemporary, contemporary art, exotic flower, fine art, garden design, hotel art, interior design, modern art, nature, photography, pink flower, prints, rose, wall art",true,Title,Default Title,,,,,PES-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_270611_2_22.jpg?v=1642165533,1,,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-summer-meadow,Pink and Green photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"botanical art, contemporary, contemporary art, exotic flower, fine art, hotel art, interior design, kitchen art, modern art, photography, pink flower, prints, wall art",true,Title,Default Title,,,,,PPG-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_24471_1_333.jpg?v=1642261829,1,Floral flower photographic print luxury elegant photography world class original photographic large dibond print interior design plant imagery pink mauve green hotel art luxury yacht art bedroom bathroom kitchen sitting room restaurant art ,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-delicate-blue-4,Honeysuckle Orange photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"botanical art, contemporary, contemporary art, exotic flower, garden design, honeysuckle, hotel art, interior design, kitchen art, modern art, orange, photography, prints, wall art",true,Title,Default Title,,,,,PHO-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_270011_2_333.jpg?v=1642170963,1,Original photographic print large dibond print interior design plant imagery orange pink honeysuckle flower,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-honeysuckle-orange,Nevis Fern photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"botanical art, contemporary, contemporary art, fern, fine art, hotel art, interior design, kitchen art, modern art, photography, prints, wall art",true,Title,Default Title,,,,,PNF-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/L1200772_3_1_333.jpg?v=1642259877,1,Ferns photographic print St Kitts and Nevis island luxury elegant photography world class original photographic large dibond print interior design plant imagery green hotel art luxury yacht art ,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-nevis-fern,Iris Blue photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"blue iris, botanical art, contemporary, contemporary art, fine art, hotel art, interior design, modern art, nature, photography, prints, van gogh, wall art",true,Title,Default Title,,,,,PIB-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/DSC_22031_6_333.jpg?v=1642171596,1,Original photographic print large dibond print interior design plant imagery blue iris flower,false,,,,,,,,,,,,,,,,,g,,45.00,active
copy-of-delicate-blue-5,Orange and Green photographic Print,<div><span>Photographic print on high quality aluminium dibond backing with matt finish 60cm x 40cm</span></div>,Boldstone,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Photography,"contemporary, contemporary art, exotic flower, fine art, hotel art, interior design, kitchen art, modern art, orange, photography, prints, wall art",true,Title,Default Title,,,,,POG-1-40.60,50.0,shopify,6,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0582/9394/4500/products/L1230136_1_333.jpg?v=1642260448,1,Frangipani photographic print St Kitts and Nevis island luxury elegant photography world class original photographic large dibond print interior design plant imagery orange green hotel art luxury yacht art,false,,,,,,,,,,,,,,,,,g,,45.00,active
